Vehicle_ID,Brand,Model,Vehicle_Type,State,City,Model_Year,Registration_Date,Battery_Capacity_kWh,Electric_Range_km,Charging_Time_Hours,Price_INR,Fast_Charging
765,MG,ZS EV,BEV,Maharashtra,Pune,2025,2023-02-06,65,439,7.5,3668142,Yes
766,Kia,EV6,PHEV,Maharashtra,Pune,2023,2024-05-01,66,339,2.5,4170594,Yes
767,BYD,Atto 3,BEV,Gujarat,Ahmedabad,2026,2024-11-13,55,399,1.5,2943514,No
768,MG,ZS EV,BEV,Tamil Nadu,Chennai,2024,2023-11-25,60,438,4.5,3775176,Yes
769,MG,Comet EV,BEV,Delhi,New Delhi,2023,2025-05-04,60,221,6.5,4396701,No
770,BYD,Atto 3,BEV,Maharashtra,Mumbai,2026,2022-08-07,80,305,6.5,4093298,Yes
771,Tata,Nexon EV,BEV,Maharashtra,Mumbai,2025,2024-06-15,55,278,4.5,1789010,Yes
772,Kia,EV6,PHEV,Delhi,New Delhi,2025,2024-10-31,45,267,8.5,3243091,No
773,Mahindra,XUV400,PHEV,Gujarat,Ahmedabad,2022,2023-09-19,35,240,7.5,3840272,No
774,Tata,Nexon EV,PHEV,Karnataka,Bengaluru,2023,2025-02-28,51,214,8.5,1823506,Yes
775,Kia,EV6,BEV,Maharashtra,Pune,2025,2024-11-10,33,193,8.5,1417985,No
776,Mahindra,XUV400,PHEV,Tamil Nadu,Chennai,2022,2023-08-09,30,201,3.5,2324421,No
777,Tata,Nexon EV,PHEV,Maharashtra,Pune,2024,2025-06-27,62,186,1.5,726115,Yes
778,Mahindra,XUV400,PHEV,Karnataka,Bengaluru,2023,2025-08-04,25,409,4.5,4387726,No
779,BYD,Atto 3,PHEV,Tamil Nadu,Chennai,2024,2025-08-15,61,390,6.5,3553935,Yes
780,Tata,Nexon EV,BEV,Maharashtra,Mumbai,2024,2024-04-07,30,530,2.5,3386730,Yes
781,MG,ZS EV,BEV,Tamil Nadu,Chennai,2023,2024-02-05,52,265,2.5,4380265,Yes
782,Hyundai,Kona Electric,BEV,Maharashtra,Pune,2022,2023-09-06,63,293,2.5,4036391,No
783,Mahindra,XUV400,PHEV,Tamil Nadu,Chennai,2022,2024-07-21,70,477,7.5,2025957,No
784,BYD,Atto 3,BEV,Maharashtra,Mumbai,2024,2024-02-08,42,314,5.5,3323997,Yes
785,MG,Comet EV,PHEV,Maharashtra,Pune,2022,2024-04-16,52,453,6.5,3532780,No
786,Mahindra,XUV400,PHEV,Karnataka,Bengaluru,2022,2024-11-09,52,364,7.5,3414095,Yes
787,Kia,EV6,PHEV,Gujarat,Ahmedabad,2022,2024-02-26,63,396,3.5,3066216,No
788,BYD,Atto 3,BEV,Karnataka,Bengaluru,2026,2023-02-05,21,492,2.5,2849268,No
789,Tata,Nexon EV,BEV,Tamil Nadu,Chennai,2022,2024-08-21,60,276,5.5,1632563,Yes
790,BYD,Atto 3,PHEV,Maharashtra,Mumbai,2022,2024-04-15,58,542,1.5,2803800,Yes
791,Kia,EV6,PHEV,Delhi,New Delhi,2024,2025-06-20,54,505,5.5,1029110,Yes
792,BYD,Atto 3,PHEV,Maharashtra,Mumbai,2025,2023-07-14,69,522,5.5,1652700,No
793,Kia,EV6,BEV,Maharashtra,Pune,2024,2025-09-21,66,485,1.5,1799350,Yes
794,MG,ZS EV,PHEV,Tamil Nadu,Chennai,2026,2023-03-06,36,469,3.5,3545540,No
795,Kia,EV6,BEV,Delhi,New Delhi,2024,2023-04-09,36,355,5.5,2232981,No
796,Tata,Nexon EV,BEV,Maharashtra,Pune,2025,2024-10-09,57,377,2.5,3681292,Yes
797,MG,ZS EV,BEV,Delhi,New Delhi,2022,2024-11-04,75,391,8.5,2732812,No
798,Hyundai,Kona Electric,PHEV,Maharashtra,Pune,2023,2023-02-08,42,201,6.5,826305,Yes
799,Mahindra,XUV400,BEV,Maharashtra,Pune,2025,2023-02-19,31,213,8.5,1053200,Yes
800,Kia,EV6,PHEV,Tamil Nadu,Chennai,2023,2024-11-22,37,472,3.5,4336464,No
801,Hyundai,Kona Electric,BEV,Maharashtra,Mumbai,2023,2022-03-15,47,395,1.5,1345902,Yes
802,Kia,EV6,BEV,Karnataka,Bengaluru,2023,2024-08-17,46,377,8.5,3007302,Yes
803,Kia,EV6,PHEV,Delhi,New Delhi,2026,2023-08-22,57,323,2.5,2165518,No
804,Mahindra,XUV400,BEV,Maharashtra,Mumbai,2025,2025-03-25,51,233,7.5,4474512,No
805,Hyundai,Kona Electric,BEV,Maharashtra,Pune,2026,2025-01-18,25,334,3.5,1557578,Yes
806,MG,Comet EV,BEV,Karnataka,Bengaluru,2026,2023-11-03,57,367,1.5,3693540,No
807,MG,ZS EV,PHEV,Delhi,New Delhi,2026,2026-01-13,65,293,4.5,1131808,Yes
808,BYD,Atto 3,BEV,Gujarat,Ahmedabad,2023,2024-02-16,66,199,5.5,1025029,Yes
809,MG,Comet EV,BEV,Gujarat,Ahmedabad,2023,2022-05-26,74,211,1.5,1554822,Yes
810,BYD,Atto 3,BEV,Tamil Nadu,Chennai,2026,2024-03-06,49,439,8.5,3682338,No
811,Tata,Punch EV,BEV,Gujarat,Ahmedabad,2023,2024-03-06,24,312,6.5,2853731,Yes
812,BYD,Atto 3,BEV,Maharashtra,Pune,2026,2023-03-03,76,247,4.5,3168709,No
813,MG,Comet EV,PHEV,Maharashtra,Pune,2022,2022-03-05,73,205,8.5,3290528,No
814,MG,Comet EV,PHEV,Gujarat,Ahmedabad,2024,2025-03-13,20,224,3.5,2212074,Yes
815,Tata,Nexon EV,PHEV,Maharashtra,Mumbai,2026,2025-06-01,34,280,2.5,2050417,No
816,Hyundai,Kona Electric,BEV,Tamil Nadu,Chennai,2022,2025-03-12,55,444,3.5,1352493,Yes
817,Hyundai,Kona Electric,PHEV,Tamil Nadu,Chennai,2022,2022-11-07,60,427,7.5,1462589,No
818,BYD,Atto 3,PHEV,Karnataka,Bengaluru,2022,2022-06-30,65,237,7.5,1087512,Yes
819,Hyundai,Kona Electric,PHEV,Maharashtra,Pune,2024,2024-03-15,57,323,3.5,1165686,No
820,Mahindra,XUV400,BEV,Gujarat,Ahmedabad,2022,2025-11-21,44,395,4.5,1760928,Yes
821,Kia,EV6,BEV,Tamil Nadu,Chennai,2026,2022-04-05,20,508,2.5,2315295,Yes
822,Kia,EV6,BEV,Maharashtra,Pune,2022,2023-09-02,80,514,6.5,1588507,Yes
823,Hyundai,Kona Electric,PHEV,Delhi,New Delhi,2022,2025-12-09,69,449,3.5,2064700,Yes
824,Kia,EV6,BEV,Maharashtra,Pune,2024,2024-09-09,49,355,4.5,1934640,No
825,Mahindra,XUV400,BEV,Delhi,New Delhi,2024,2024-07-29,66,199,2.5,4373334,Yes
826,Tata,Punch EV,PHEV,Tamil Nadu,Chennai,2023,2025-03-24,74,310,6.5,1159961,No
827,Tata,Nexon EV,PHEV,Maharashtra,Pune,2022,2024-09-09,39,216,4.5,3807251,No
828,BYD,Atto 3,BEV,Tamil Nadu,Chennai,2025,2025-10-07,37,279,4.5,895962,Yes
829,MG,Comet EV,PHEV,Maharashtra,Pune,2023,2022-02-26,32,535,2.5,3765061,No
830,MG,Comet EV,BEV,Maharashtra,Mumbai,2024,2024-02-26,64,197,6.5,3496110,No
831,Mahindra,XUV400,PHEV,Gujarat,Ahmedabad,2022,2022-07-14,76,184,3.5,1458197,No
832,MG,ZS EV,BEV,Delhi,New Delhi,2023,2025-02-28,30,304,7.5,1330689,No
833,MG,Comet EV,PHEV,Tamil Nadu,Chennai,2025,2024-06-22,69,351,4.5,1418597,No
834,BYD,Atto 3,BEV,Maharashtra,Mumbai,2025,2024-03-28,64,212,4.5,4388357,No
835,Hyundai,Kona Electric,BEV,Gujarat,Ahmedabad,2025,2023-12-25,30,396,2.5,2277805,Yes
836,Hyundai,Kona Electric,BEV,Maharashtra,Mumbai,2026,2023-07-04,29,338,6.5,2182191,No
837,Hyundai,Kona Electric,BEV,Tamil Nadu,Chennai,2026,2023-07-20,57,401,3.5,960520,No
838,Mahindra,XUV400,BEV,Gujarat,Ahmedabad,2023,2023-06-02,63,425,2.5,855567,Yes
839,BYD,Atto 3,BEV,Tamil Nadu,Chennai,2026,2022-10-01,77,469,7.5,3297159,Yes
840,MG,ZS EV,BEV,Tamil Nadu,Chennai,2023,2025-03-09,74,439,2.5,3141631,No
841,MG,ZS EV,PHEV,Maharashtra,Mumbai,2026,2024-11-06,67,240,4.5,1664293,Yes
842,MG,ZS EV,BEV,Karnataka,Bengaluru,2026,2022-08-26,36,329,8.5,1946560,No
843,MG,Comet EV,PHEV,Maharashtra,Mumbai,2024,2025-12-14,56,470,8.5,2522329,Yes
844,Tata,Nexon EV,BEV,Tamil Nadu,Chennai,2026,2024-07-15,61,518,7.5,3960010,Yes
845,BYD,Atto 3,BEV,Delhi,New Delhi,2025,2024-02-04,31,278,1.5,1118427,No
846,Tata,Nexon EV,PHEV,Karnataka,Bengaluru,2026,2023-09-15,48,325,1.5,3352837,Yes
847,Hyundai,Kona Electric,PHEV,Maharashtra,Pune,2022,2025-08-03,66,450,1.5,3229128,No
848,Mahindra,XUV400,PHEV,Karnataka,Bengaluru,2026,2024-06-06,59,202,5.5,2537871,No
849,Kia,EV6,PHEV,Gujarat,Ahmedabad,2022,2025-01-30,22,283,3.5,3050385,Yes
850,Tata,Punch EV,BEV,Karnataka,Bengaluru,2025,2024-02-19,68,486,4.5,4163275,No
851,Tata,Punch EV,PHEV,Maharashtra,Mumbai,2024,2024-11-12,50,461,7.5,4137035,Yes
852,Mahindra,XUV400,PHEV,Delhi,New Delhi,2026,2025-09-28,61,360,5.5,1238188,No
853,Hyundai,Kona Electric,PHEV,Karnataka,Bengaluru,2025,2024-03-18,35,289,2.5,4462064,No
854,Mahindra,XUV400,PHEV,Tamil Nadu,Chennai,2025,2022-06-06,61,298,5.5,2080781,Yes
855,Kia,EV6,BEV,Karnataka,Bengaluru,2026,2023-04-08,79,266,4.5,3634309,No
856,Tata,Nexon EV,BEV,Gujarat,Ahmedabad,2025,2022-02-08,33,388,1.5,859194,Yes
857,MG,ZS EV,BEV,Gujarat,Ahmedabad,2026,2024-12-08,34,191,6.5,3129774,Yes
858,Kia,EV6,PHEV,Maharashtra,Pune,2026,2024-10-08,56,461,4.5,3512633,Yes
859,Kia,EV6,BEV,Maharashtra,Mumbai,2023,2023-07-21,38,506,8.5,1762830,No
860,Tata,Punch EV,PHEV,Maharashtra,Mumbai,2023,2025-11-01,37,523,3.5,1285212,Yes
861,MG,Comet EV,BEV,Delhi,New Delhi,2022,2024-10-16,56,446,7.5,1442669,Yes
862,BYD,Atto 3,PHEV,Delhi,New Delhi,2024,2022-08-28,60,483,8.5,991279,Yes
863,Kia,EV6,PHEV,Maharashtra,Pune,2022,2022-04-28,25,466,2.5,1981429,No
864,Tata,Nexon EV,PHEV,Maharashtra,Pune,2022,2022-02-15,28,333,2.5,1191259,No
865,Tata,Nexon EV,BEV,Karnataka,Bengaluru,2024,2024-05-09,52,366,5.5,3099454,Yes
866,Kia,EV6,PHEV,Tamil Nadu,Chennai,2023,2023-10-17,40,484,2.5,3942394,Yes
867,Mahindra,XUV400,BEV,Maharashtra,Mumbai,2023,2024-08-26,77,355,4.5,3177610,No
868,BYD,Atto 3,PHEV,Tamil Nadu,Chennai,2022,2024-09-05,77,197,7.5,4395697,No
869,Kia,EV6,BEV,Maharashtra,Pune,2024,2023-02-24,70,503,1.5,3772969,Yes
870,MG,Comet EV,PHEV,Maharashtra,Pune,2025,2024-09-21,58,183,1.5,1933821,Yes
871,MG,ZS EV,PHEV,Karnataka,Bengaluru,2023,2022-08-15,63,218,6.5,1422143,Yes
872,Mahindra,XUV400,PHEV,Tamil Nadu,Chennai,2022,2024-05-09,61,250,1.5,4239477,Yes
873,Tata,Nexon EV,BEV,Karnataka,Bengaluru,2023,2023-04-26,30,320,1.5,4070814,Yes
874,MG,ZS EV,BEV,Delhi,New Delhi,2025,2023-08-19,26,549,7.5,2646267,Yes
875,Kia,EV6,PHEV,Karnataka,Bengaluru,2022,2022-01-30,67,198,6.5,1905949,Yes
876,Hyundai,Kona Electric,BEV,Karnataka,Bengaluru,2024,2022-01-14,57,180,2.5,2178566,No
877,Mahindra,XUV400,BEV,Maharashtra,Mumbai,2022,2025-11-08,30,543,2.5,3918599,No
878,MG,Comet EV,BEV,Gujarat,Ahmedabad,2023,2023-12-13,48,396,7.5,2040098,No
879,Kia,EV6,PHEV,Maharashtra,Mumbai,2024,2022-03-09,65,510,2.5,2286615,Yes
880,Kia,EV6,PHEV,Gujarat,Ahmedabad,2023,2023-03-07,54,300,4.5,2794742,Yes
881,Kia,EV6,BEV,Gujarat,Ahmedabad,2025,2023-04-08,72,352,7.5,4144030,Yes
882,BYD,Atto 3,BEV,Maharashtra,Pune,2022,2022-09-21,42,358,6.5,1830524,No
883,Tata,Nexon EV,PHEV,Karnataka,Bengaluru,2022,2025-03-06,43,327,6.5,2783921,No
884,Mahindra,XUV400,PHEV,Maharashtra,Mumbai,2024,2022-06-05,64,391,2.5,1584753,No
885,Mahindra,XUV400,PHEV,Maharashtra,Mumbai,2025,2023-02-15,51,337,7.5,1462233,Yes
886,Tata,Nexon EV,PHEV,Maharashtra,Pune,2023,2026-01-29,77,213,6.5,2777015,No
887,Kia,EV6,PHEV,Delhi,New Delhi,2022,2025-03-24,46,440,2.5,995085,No
888,Hyundai,Kona Electric,PHEV,Delhi,New Delhi,2022,2025-02-01,36,526,2.5,2228023,Yes
889,BYD,Atto 3,BEV,Maharashtra,Pune,2024,2023-10-13,78,255,1.5,1650991,No
890,MG,ZS EV,PHEV,Karnataka,Bengaluru,2022,2024-12-22,36,375,7.5,4108638,No
891,Hyundai,Kona Electric,BEV,Delhi,New Delhi,2022,2023-06-21,41,350,6.5,1754640,No
892,MG,Comet EV,PHEV,Maharashtra,Mumbai,2026,2023-08-07,63,445,1.5,2612257,No
893,Mahindra,XUV400,PHEV,Maharashtra,Mumbai,2025,2023-11-20,50,329,1.5,2813746,Yes
894,BYD,Atto 3,BEV,Tamil Nadu,Chennai,2025,2022-05-04,71,264,2.5,2367261,Yes
895,BYD,Atto 3,PHEV,Karnataka,Bengaluru,2024,2025-03-28,59,228,4.5,1250349,Yes
896,Hyundai,Kona Electric,BEV,Gujarat,Ahmedabad,2025,2025-11-11,31,408,1.5,1567460,No
897,MG,ZS EV,PHEV,Tamil Nadu,Chennai,2025,2022-09-07,25,451,4.5,2175033,No
898,Kia,EV6,PHEV,Maharashtra,Pune,2022,2023-03-25,48,376,3.5,4308480,Yes
899,Mahindra,XUV400,PHEV,Gujarat,Ahmedabad,2025,2023-08-28,67,230,6.5,2027055,Yes
900,Hyundai,Kona Electric,BEV,Gujarat,Ahmedabad,2022,2024-11-27,26,183,8.5,3193658,No
901,Hyundai,Kona Electric,PHEV,Tamil Nadu,Chennai,2025,2025-10-30,65,274,4.5,2027862,Yes
902,Mahindra,XUV400,BEV,Maharashtra,Pune,2026,2023-02-19,71,395,1.5,2254457,Yes
903,Tata,Nexon EV,BEV,Maharashtra,Mumbai,2022,2022-02-02,53,428,8.5,3018757,Yes
904,Kia,EV6,PHEV,Maharashtra,Pune,2024,2025-04-07,76,219,1.5,1733904,No
905,Kia,EV6,BEV,Maharashtra,Pune,2026,2024-09-13,71,229,6.5,2364594,No
906,Kia,EV6,PHEV,Gujarat,Ahmedabad,2026,2023-05-24,23,524,6.5,2966179,Yes
907,BYD,Atto 3,PHEV,Delhi,New Delhi,2025,2024-07-03,56,278,5.5,3932156,No
908,Mahindra,XUV400,BEV,Tamil Nadu,Chennai,2022,2022-08-21,72,315,3.5,3077943,No
909,Tata,Nexon EV,BEV,Maharashtra,Pune,2022,2023-09-20,20,297,8.5,3246642,No
910,Tata,Nexon EV,BEV,Maharashtra,Mumbai,2023,2023-04-05,73,367,8.5,2039243,Yes
911,Hyundai,Kona Electric,PHEV,Tamil Nadu,Chennai,2022,2022-07-12,33,227,2.5,3272162,No
912,Hyundai,Kona Electric,BEV,Maharashtra,Pune,2023,2025-01-15,63,191,5.5,1811194,No
913,Hyundai,Kona Electric,BEV,Gujarat,Ahmedabad,2024,2024-11-07,33,410,7.5,1877653,No
914,Mahindra,XUV400,PHEV,Maharashtra,Pune,2026,2023-07-23,26,302,8.5,2210798,Yes
915,BYD,Atto 3,PHEV,Gujarat,Ahmedabad,2024,2022-11-26,60,321,3.5,907193,Yes
916,Hyundai,Kona Electric,PHEV,Tamil Nadu,Chennai,2025,2024-07-16,61,542,1.5,3368828,Yes
917,BYD,Atto 3,PHEV,Maharashtra,Mumbai,2024,2023-09-10,62,445,8.5,1426004,No
918,Tata,Punch EV,PHEV,Tamil Nadu,Chennai,2025,2022-01-06,72,246,4.5,2011926,No
919,Kia,EV6,BEV,Delhi,New Delhi,2025,2024-05-03,21,492,7.5,1334922,Yes
920,BYD,Atto 3,PHEV,Karnataka,Bengaluru,2023,2022-09-01,26,416,3.5,1691725,Yes
921,Mahindra,XUV400,BEV,Maharashtra,Mumbai,2023,2022-06-13,39,391,4.5,1519017,Yes
922,Mahindra,XUV400,PHEV,Maharashtra,Pune,2025,2025-02-21,48,454,4.5,4144421,No
923,Tata,Nexon EV,PHEV,Tamil Nadu,Chennai,2023,2023-09-30,54,453,1.5,1508691,No
924,Mahindra,XUV400,BEV,Gujarat,Ahmedabad,2024,2025-02-08,43,400,8.5,3720132,Yes
925,Kia,EV6,PHEV,Karnataka,Bengaluru,2024,2025-06-17,44,286,8.5,802529,Yes
926,Hyundai,Kona Electric,BEV,Maharashtra,Mumbai,2025,2024-05-31,80,456,7.5,872520,No
927,Mahindra,XUV400,PHEV,Maharashtra,Mumbai,2023,2022-06-27,72,427,8.5,786888,Yes
928,Mahindra,XUV400,PHEV,Karnataka,Bengaluru,2026,2023-10-06,36,261,6.5,3182387,No
929,Tata,Nexon EV,PHEV,Delhi,New Delhi,2022,2024-10-14,35,468,3.5,3111299,No
930,Mahindra,XUV400,BEV,Delhi,New Delhi,2024,2025-08-14,42,224,5.5,3253501,No
931,BYD,Atto 3,BEV,Karnataka,Bengaluru,2025,2024-08-07,39,498,2.5,4448605,Yes
932,Kia,EV6,PHEV,Maharashtra,Pune,2023,2023-12-24,38,383,8.5,1991974,No
933,MG,ZS EV,PHEV,Karnataka,Bengaluru,2025,2025-10-11,51,342,5.5,1632345,No
934,Hyundai,Kona Electric,PHEV,Maharashtra,Mumbai,2022,2023-12-31,22,530,1.5,2766833,Yes
935,Kia,EV6,PHEV,Maharashtra,Mumbai,2022,2024-11-20,59,361,4.5,1466146,No
936,Hyundai,Kona Electric,PHEV,Maharashtra,Pune,2026,2024-03-13,68,233,7.5,3813196,No
937,Kia,EV6,PHEV,Delhi,New Delhi,2026,2022-12-18,49,434,2.5,3350372,No
938,Hyundai,Kona Electric,PHEV,Karnataka,Bengaluru,2023,2025-09-11,57,484,8.5,3164814,No
939,Kia,EV6,PHEV,Tamil Nadu,Chennai,2022,2024-12-26,26,366,6.5,4331664,Yes
940,Kia,EV6,PHEV,Maharashtra,Pune,2023,2024-05-16,28,354,1.5,2834230,Yes
941,Hyundai,Kona Electric,PHEV,Maharashtra,Mumbai,2023,2022-02-12,31,431,8.5,1431891,Yes
942,Hyundai,Kona Electric,PHEV,Tamil Nadu,Chennai,2026,2024-07-15,70,425,1.5,3955997,Yes
943,Kia,EV6,BEV,Delhi,New Delhi,2024,2023-09-09,52,358,3.5,1981713,No
944,Tata,Punch EV,BEV,Tamil Nadu,Chennai,2025,2022-08-09,74,447,3.5,2904346,No
945,BYD,Atto 3,BEV,Maharashtra,Mumbai,2024,2023-06-17,35,274,1.5,4203156,Yes
946,Mahindra,XUV400,PHEV,Maharashtra,Pune,2026,2025-10-07,31,317,1.5,4014917,No
947,BYD,Atto 3,BEV,Delhi,New Delhi,2024,2025-12-06,51,286,3.5,3372617,Yes
948,BYD,Atto 3,PHEV,Karnataka,Bengaluru,2026,2024-09-27,21,510,7.5,2199216,No
949,MG,ZS EV,PHEV,Gujarat,Ahmedabad,2022,2023-06-02,56,540,1.5,3837650,No
950,Hyundai,Kona Electric,BEV,Maharashtra,Mumbai,2025,2022-05-08,63,543,2.5,1326356,No
951,BYD,Atto 3,PHEV,Karnataka,Bengaluru,2022,2023-07-25,33,240,2.5,3061806,Yes
952,Mahindra,XUV400,BEV,Gujarat,Ahmedabad,2022,2024-08-19,33,415,4.5,1397677,Yes
953,Tata,Nexon EV,BEV,Maharashtra,Pune,2023,2022-10-18,40,535,8.5,2209375,No
954,MG,ZS EV,PHEV,Delhi,New Delhi,2024,2023-11-13,50,207,6.5,3451127,No
955,BYD,Atto 3,PHEV,Gujarat,Ahmedabad,2025,2022-07-18,43,273,6.5,1087740,No
956,Hyundai,Kona Electric,PHEV,Gujarat,Ahmedabad,2025,2023-11-29,21,203,6.5,3240494,No
957,Tata,Nexon EV,PHEV,Gujarat,Ahmedabad,2024,2024-06-15,69,460,5.5,1233733,No
958,MG,ZS EV,BEV,Maharashtra,Mumbai,2023,2025-04-27,47,526,4.5,2018726,Yes
959,BYD,Atto 3,PHEV,Maharashtra,Mumbai,2024,2024-03-10,38,386,2.5,3328830,Yes
960,Tata,Nexon EV,PHEV,Karnataka,Bengaluru,2025,2023-04-09,43,304,5.5,2828840,No
961,Tata,Nexon EV,BEV,Tamil Nadu,Chennai,2024,2025-06-05,41,274,1.5,3994354,No
962,Tata,Nexon EV,PHEV,Gujarat,Ahmedabad,2022,2025-01-13,64,519,8.5,3864538,No
963,BYD,Atto 3,PHEV,Gujarat,Ahmedabad,2023,2024-10-27,56,286,4.5,3099568,No
964,MG,ZS EV,PHEV,Maharashtra,Mumbai,2025,2024-10-04,35,308,3.5,4163051,No
965,Hyundai,Kona Electric,PHEV,Karnataka,Bengaluru,2025,2022-05-06,38,298,4.5,947054,Yes
966,Mahindra,XUV400,BEV,Karnataka,Bengaluru,2025,2025-06-18,69,473,7.5,2598848,Yes
967,Mahindra,XUV400,BEV,Tamil Nadu,Chennai,2025,2025-06-22,27,226,4.5,3166629,Yes
968,Mahindra,XUV400,PHEV,Maharashtra,Mumbai,2024,2024-04-12,45,384,7.5,865403,No
969,Tata,Nexon EV,BEV,Karnataka,Bengaluru,2025,2024-03-15,79,517,6.5,2168876,No
970,Kia,EV6,PHEV,Tamil Nadu,Chennai,2026,2022-11-20,79,204,1.5,939860,Yes
971,Tata,Punch EV,PHEV,Tamil Nadu,Chennai,2022,2022-01-01,56,451,7.5,3709904,Yes
972,BYD,Atto 3,BEV,Maharashtra,Pune,2022,2025-06-28,60,525,4.5,2738027,No
973,Kia,EV6,PHEV,Maharashtra,Mumbai,2025,2024-11-10,65,271,3.5,1564756,No
974,Kia,EV6,BEV,Gujarat,Ahmedabad,2023,2024-02-17,32,329,4.5,4037696,No
975,Tata,Nexon EV,PHEV,Maharashtra,Pune,2023,2024-02-19,77,521,8.5,3979867,No
976,Mahindra,XUV400,PHEV,Maharashtra,Mumbai,2024,2023-12-04,24,197,3.5,3709236,No
977,Kia,EV6,PHEV,Gujarat,Ahmedabad,2022,2022-05-17,72,207,1.5,1025113,No
978,MG,Comet EV,PHEV,Karnataka,Bengaluru,2023,2022-01-01,25,529,1.5,940950,No
979,Kia,EV6,PHEV,Tamil Nadu,Chennai,2022,2023-07-25,54,397,7.5,4001539,No
980,MG,Comet EV,BEV,Tamil Nadu,Chennai,2025,2026-01-01,58,465,4.5,4313948,No
981,MG,ZS EV,PHEV,Delhi,New Delhi,2025,2023-05-04,21,541,5.5,4447728,Yes
982,Kia,EV6,PHEV,Maharashtra,Mumbai,2024,2025-04-04,30,472,3.5,4233852,Yes
983,Mahindra,XUV400,BEV,Tamil Nadu,Chennai,2023,2024-10-07,76,517,4.5,4419079,Yes
984,Kia,EV6,PHEV,Maharashtra,Pune,2024,2022-12-29,58,238,6.5,2758712,No
985,Kia,EV6,BEV,Karnataka,Bengaluru,2026,2023-11-23,34,519,4.5,3479645,Yes
986,Hyundai,Kona Electric,BEV,Maharashtra,Mumbai,2022,2024-02-05,56,327,1.5,1360818,No
987,BYD,Atto 3,PHEV,Tamil Nadu,Chennai,2025,2023-07-14,65,238,3.5,3845191,No
988,BYD,Atto 3,BEV,Tamil Nadu,Chennai,2023,2025-02-20,34,226,2.5,3583704,No
989,Tata,Nexon EV,PHEV,Delhi,New Delhi,2023,2022-01-04,78,244,3.5,1569826,No
990,MG,Comet EV,PHEV,Tamil Nadu,Chennai,2024,2025-03-18,57,258,8.5,4451279,No
991,Hyundai,Kona Electric,BEV,Tamil Nadu,Chennai,2026,2024-06-21,34,250,6.5,2529769,No
992,MG,Comet EV,PHEV,Maharashtra,Mumbai,2024,2022-03-01,65,508,6.5,4389556,No
993,Tata,Nexon EV,BEV,Tamil Nadu,Chennai,2022,2025-04-05,36,388,3.5,1141656,No
994,Kia,EV6,BEV,Maharashtra,Pune,2026,2022-04-27,34,266,2.5,1794835,No
995,Kia,EV6,BEV,Maharashtra,Mumbai,2022,2022-06-15,53,401,8.5,1594759,Yes
996,Hyundai,Kona Electric,BEV,Maharashtra,Mumbai,2026,2022-05-19,54,246,7.5,4193236,No
997,Hyundai,Kona Electric,PHEV,Maharashtra,Pune,2023,2026-01-12,64,275,3.5,2796414,Yes
998,MG,ZS EV,PHEV,Tamil Nadu,Chennai,2026,2023-08-10,32,500,7.5,2834884,Yes
999,Kia,EV6,BEV,Maharashtra,Pune,2023,2022-05-15,80,185,3.5,2891033,No
1000,Mahindra,XUV400,PHEV,Maharashtra,Mumbai,2024,2023-11-24,47,485,7.5,3847272,Yes
